"Article","Domain","FileTitle","License","Artist","DescriptionUrl","SourceUrl","RemoteSha1","ManifestSha1","CachePath","Bytes","VerifiedUtc","Decision"
"Human skull","Medicine","File:African elephant skull - Cleveland Museum of Natural History - 2014-12-26 (21054840471).jpg","CC BY-SA 2.0","Tim Evanson from Cleveland Heights, Ohio, USA","https://commons.wikimedia.org/wiki/File:African_elephant_skull_-_Cleveland_Museum_of_Natural_History_-_2014-12-26_(21054840471).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/African_elephant_skull_-_Cleveland_Museum_of_Natural_History_-_2014-12-26_%2821054840471%29.jpg/1920px-African_elephant_skull_-_Cleveland_Museum_of_Natural_History_-_2014-12-26_%2821054840471%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","b13178b988132dde3ef50de655e3de08c3f25570","b13178b988132dde3ef50de655e3de08c3f25570","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/e/b/3/c/African_elephant_skull_-_Cleveland_Museum_of_Natural_History_-_2014-12-26_(21054840471).jpg","498138","2026-08-10T18:51:38.3942744Z","INCLUDE"
"Internal combustion engine","Engineering","File:Air pollution3.jpg","CC BY-SA 4.0","Janak Bhatta","https://commons.wikimedia.org/wiki/File:Air_pollution3.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0d/Air_pollution3.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","47fc67e6dc240f0a428de38837de6e5dbd0f63df","47fc67e6dc240f0a428de38837de6e5dbd0f63df","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/0/d/0/2/Air_pollution3.jpg","1387379","2026-08-10T18:51:40.3710024Z","INCLUDE"
"Bandage","Medicine","File:Akhilleus Patroklos Antikensammlung Berlin F2278.jpg","Public domain","Sosias (potter, signed). Painting attributed to the Sosias Painter (name piece for Beazley, overriding attribution) or the Kleophrades Painter (Robertson) or Euthymides (Ohly-Dumm)","https://commons.wikimedia.org/wiki/File:Akhilleus_Patroklos_Antikensammlung_Berlin_F2278.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Akhilleus%20Patroklos%20Antikensammlung%20Berlin%20F2278.jpg","6a46b5625338943926eac80f767fbc0bc8db5483","6a46b5625338943926eac80f767fbc0bc8db5483","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/b/a/1/b/Akhilleus_Patroklos_Antikensammlung_Berlin_F2278.jpg","2624881","2026-08-10T18:52:00.8470107Z","INCLUDE"
"Pump","Engineering","File:Al-Jazari Automata 1205.jpg","Public domain","Al-Jazari","https://commons.wikimedia.org/wiki/File:Al-Jazari_Automata_1205.jpg","https://upload.wikimedia.org/wikipedia/commons/9/96/Al-Jazari_Automata_1205.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","b2308b2ed1e43008ea639f625d7a2eb23ea469b1","b2308b2ed1e43008ea639f625d7a2eb23ea469b1","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/9/6/2/2/Al-Jazari_Automata_1205.jpg","96759","2026-08-10T18:52:00.0084658Z","INCLUDE"
"Anaphylaxis","Medicine","File:Allergy skin testing.JPG","CC BY-SA 4.0","Wolfgang Ihloff","https://commons.wikimedia.org/wiki/File:Allergy_skin_testing.JPG","https://commons.wikimedia.org/wiki/Special:Redirect/file/Allergy%20skin%20testing.JPG","09343191201c48c51ab15cc6d316a1ffe360c177","09343191201c48c51ab15cc6d316a1ffe360c177","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/d/7/2/0/Allergy_skin_testing.JPG","75862","2026-08-10T18:52:00.8470107Z","INCLUDE"
"Respiratory system","Medicine","File:Alveolar air.png","CC BY-SA 4.0","Cruithne9","https://commons.wikimedia.org/wiki/File:Alveolar_air.png","https://upload.wikimedia.org/wikipedia/commons/b/bd/Alveolar_air.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","4b5b4900f0ca993526d0ccda0c8f5dbbb2a94ed0","4b5b4900f0ca993526d0ccda0c8f5dbbb2a94ed0","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/b/d/d/c/Alveolar_air.png","15952","2026-08-10T18:51:39.4379406Z","INCLUDE"
"Dental caries","Medicine","File:Amalgam.jpg","Public domain","Ulrich Birkhoff","https://commons.wikimedia.org/wiki/File:Amalgam.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Amalgam.jpg","853eda16797071c233bd49836c0dca2a49428232","853eda16797071c233bd49836c0dca2a49428232","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/3/7/f/3/Amalgam.jpg","9684","2026-08-10T18:52:01.2395243Z","INCLUDE"
"Beehive","Agriculture","File:Amiya 2.jpg","CC0","Gwanki","https://commons.wikimedia.org/wiki/File:Amiya_2.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Amiya_2.jpg/1280px-Amiya_2.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","4d1fd67fe19af5d7453a3e6f8be62c8fe7d43544","4d1fd67fe19af5d7453a3e6f8be62c8fe7d43544","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/a/4/d/6/Amiya_2.jpg","741194","2026-08-10T18:51:35.8259018Z","INCLUDE"
"Conjunctivitis","Medicine","File:An eye with viral conjunctivitis.jpg","CC BY-SA 3.0","Joyhill09","https://commons.wikimedia.org/wiki/File:An_eye_with_viral_conjunctivitis.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/An%20eye%20with%20viral%20conjunctivitis.jpg","f9d475ba3c932351e30e6734e3fcc0232230dd5a","f9d475ba3c932351e30e6734e3fcc0232230dd5a","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/e/e/5/4/An_eye_with_viral_conjunctivitis.jpg","478203","2026-08-10T18:52:00.8510419Z","INCLUDE"
"Human anatomy","Medicine","File:Anatomical Male Figure Showing Heart, Lungs, and Main Arteries.jpg","Public domain","Leonardo da Vinci","https://commons.wikimedia.org/wiki/File:Anatomical_Male_Figure_Showing_Heart,_Lungs,_and_Main_Arteries.jpg","https://upload.wikimedia.org/wikipedia/commons/4/44/Anatomical_Male_Figure_Showing_Heart%2C_Lungs%2C_and_Main_Arteries.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","c3c4b5a5b4942e65922476148c1e44f2351500a7","c3c4b5a5b4942e65922476148c1e44f2351500a7","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/4/4/d/9/Anatomical_Male_Figure_Showing_Heart,_Lungs,_and_Main_Arteries.jpg","164132","2026-08-10T18:51:37.7591852Z","INCLUDE"
"Liver","Medicine","File:Anatomy Abdomen Tiesworks.jpg","Public domain","Tvanbr","https://commons.wikimedia.org/wiki/File:Anatomy_Abdomen_Tiesworks.jpg","https://upload.wikimedia.org/wikipedia/commons/1/15/Anatomy_Abdomen_Tiesworks.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","791e8fb730f8ae9276ca00da892ee83fd3aa930b","791e8fb730f8ae9276ca00da892ee83fd3aa930b","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/1/5/a/7/Anatomy_Abdomen_Tiesworks.jpg","215099","2026-08-10T18:51:38.9614160Z","INCLUDE"
"Human digestive system","Medicine","File:Anatomy of liver and gall bladder.png","CC BY-SA 4.0","Jiju Kurian Punnoose","https://commons.wikimedia.org/wiki/File:Anatomy_of_liver_and_gall_bladder.png","https://upload.wikimedia.org/wikipedia/commons/b/be/Anatomy_of_liver_and_gall_bladder.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","813584fee5aafdc60802647bc01fd87e68e7b744","813584fee5aafdc60802647bc01fd87e68e7b744","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/b/e/9/5/Anatomy_of_liver_and_gall_bladder.png","104374","2026-08-10T18:51:37.7623085Z","INCLUDE"
"Human reproductive system","Medicine","File:Anatomy of male and female human genitalia - blanc.png","CC BY-SA 4.0","The old versions were from Tsaitgaist . These new images are reworked, changed and improved by Sciencia58 so that there is no problem any more.","https://commons.wikimedia.org/wiki/File:Anatomy_of_male_and_female_human_genitalia_-_blanc.png","https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Anatomy_of_male_and_female_human_genitalia_-_blanc.png/1920px-Anatomy_of_male_and_female_human_genitalia_-_blanc.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","fc54203380ddc968986ccbb495ceaee2f1022d8a","fc54203380ddc968986ccbb495ceaee2f1022d8a","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/e/f/e/7/Anatomy_of_male_and_female_human_genitalia_-_blanc.png","508340","2026-08-10T18:51:38.3922565Z","INCLUDE"
"Human skull","Medicine","File:Anatomy of the Human Bone 22.jpg","CC BY-SA 4.0","Wasiul Bahar","https://commons.wikimedia.org/wiki/File:Anatomy_of_the_Human_Bone_22.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Anatomy_of_the_Human_Bone_22.jpg/1920px-Anatomy_of_the_Human_Bone_22.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","da5a7f93ef06009af7c0d49c99e225d58c7c9df0","da5a7f93ef06009af7c0d49c99e225d58c7c9df0","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/c/4/a/5/Anatomy_of_the_Human_Bone_22.jpg","161685","2026-08-10T18:51:38.3942744Z","INCLUDE"
"Human skull","Medicine","File:Anatomy posture and body mechanics 08.jpg","CC BY-SA 4.0","Ziv lenzner","https://commons.wikimedia.org/wiki/File:Anatomy_posture_and_body_mechanics_08.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e1/Anatomy_posture_and_body_mechanics_08.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","da1dce229e49fd872df0f7838bc5aae558f04016","da1dce229e49fd872df0f7838bc5aae558f04016","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/e/1/e/a/Anatomy_posture_and_body_mechanics_08.jpg","249619","2026-08-10T18:51:38.3942744Z","INCLUDE"
"Vertebral column","Medicine","File:Anatomy posture and body mechanics 08.web.jpg","","","https://commons.wikimedia.org/wiki/File:Anatomy_posture_and_body_mechanics_08.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e1/Anatomy_posture_and_body_mechanics_08.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","","da1dce229e49fd872df0f7838bc5aae558f04016","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/1/0/f/b/Anatomy_posture_and_body_mechanics_08.web.jpg","249619","2026-08-10T18:51:39.8342931Z","EXCLUDE_MISSING_REMOTE_RECORD"
"Carburetor","Engineering","File:Annotated rude carb.JPG","CC BY-SA 3.0","Dusty.crockett","https://commons.wikimedia.org/wiki/File:Annotated_rude_carb.JPG","https://commons.wikimedia.org/wiki/Special:Redirect/file/Annotated%20rude%20carb.JPG","70986ceff6a8cc5b9b62d318d3e825da3d3ce130","70986ceff6a8cc5b9b62d318d3e825da3d3ce130","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/3/8/8/8/Annotated_rude_carb.JPG","18835","2026-08-10T18:52:02.5351589Z","INCLUDE"
"Inductor","Electrical","File:Antenna tuning coil - station WOR.jpg","Public domain","Unknown author Unknown author","https://commons.wikimedia.org/wiki/File:Antenna_tuning_coil_-_station_WOR.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c8/Antenna_tuning_coil_-_station_WOR.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","4e29f62ba928aa72b7dd28b728b6743915ffc1e5","4e29f62ba928aa72b7dd28b728b6743915ffc1e5","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/c/8/0/2/Antenna_tuning_coil_-_station_WOR.jpg","28042","2026-08-10T18:52:00.4743981Z","INCLUDE"
"Liver","Medicine","File:Anterior MIP image of anomalous hepatic veins.jpg","CC BY-SA 3.0","Jto410","https://commons.wikimedia.org/wiki/File:Anterior_MIP_image_of_anomalous_hepatic_veins.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c3/Anterior_MIP_image_of_anomalous_hepatic_veins.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","1b3243280c8efd4b51c69c0fd3a9a67ac82288bf","1b3243280c8efd4b51c69c0fd3a9a67ac82288bf","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/c/3/1/c/Anterior_MIP_image_of_anomalous_hepatic_veins.jpg","33147","2026-08-10T18:51:38.9635012Z","INCLUDE"
"Human anatomy","Medicine","File:Anterior view of human female and male, with labels.jpg","CC0","Taken at City Studios in Stockholm (www.stockholmsfotografen.se), September 29, 2011, with assistance from KYO (The organisation of life models) in Stockholm. Both models have consented to the licence of the image, and its usage in Wikipedia. Images uploaded by Mikael Häggström . Derivative work : Mikael Häggström","https://commons.wikimedia.org/wiki/File:Anterior_view_of_human_female_and_male,_with_labels.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Anterior_view_of_human_female_and_male%2C_with_labels.jpg/1920px-Anterior_view_of_human_female_and_male%2C_with_labels.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","952a56697124a37a923ecd9c3efa31bbc1c04d9a","952a56697124a37a923ecd9c3efa31bbc1c04d9a","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/1/5/7/6/Anterior_view_of_human_female_and_male,_with_labels.jpg","418152","2026-08-10T18:51:37.7596996Z","INCLUDE"
"Gear","Engineering","File:Antikythera Fragment A (Front).webp","CC BY 4.0","Logg Tandy","https://commons.wikimedia.org/wiki/File:Antikythera_Fragment_A_(Front).webp","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Antikythera_Fragment_A_%28Front%29.webp/1920px-Antikythera_Fragment_A_%28Front%29.webp.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","07814998d19027cd6f1186af03f87c5032958a67","07814998d19027cd6f1186af03f87c5032958a67","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/c/8/6/a/Antikythera_Fragment_A_(Front).webp","6889114","2026-08-10T18:51:40.3402617Z","INCLUDE"
"Inductor","Electrical","File:Aplikimi i feriteve.png","CC BY-SA 3.0","FIEK-Kompjuterike","https://commons.wikimedia.org/wiki/File:Aplikimi_i_feriteve.png","https://upload.wikimedia.org/wikipedia/commons/2/27/Aplikimi_i_feriteve.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","ae26aa06aa127ebd9c605e2d038ae0aaab971f7a","ae26aa06aa127ebd9c605e2d038ae0aaab971f7a","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/2/7/c/8/Aplikimi_i_feriteve.png","236573","2026-08-10T18:52:00.4743981Z","INCLUDE"
"Vertebral column","Medicine","File:Archaeopteryx in flight at AMNH.jpg","CC0","Ryan Schwark","https://commons.wikimedia.org/wiki/File:Archaeopteryx_in_flight_at_AMNH.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Archaeopteryx_in_flight_at_AMNH.jpg/1920px-Archaeopteryx_in_flight_at_AMNH.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","53420803e73226b001941d7bcfd4566133b0b654","53420803e73226b001941d7bcfd4566133b0b654","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/0/7/5/d/Archaeopteryx_in_flight_at_AMNH.jpg","272558","2026-08-10T18:51:39.8342931Z","INCLUDE"
"Lever","Engineering","File:Archimedes lever (Small).jpg","Public domain","Mechanics Magazine","https://commons.wikimedia.org/wiki/File:Archimedes_lever_(Small).jpg","https://upload.wikimedia.org/wikipedia/commons/5/51/Archimedes_lever_%28Small%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","7b46efcf5fb114d60c496c248d83afeefae71690","7b46efcf5fb114d60c496c248d83afeefae71690","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/5/1/8/5/Archimedes_lever_(Small).jpg","119190","2026-08-10T18:51:40.3710024Z","INCLUDE"
"Simple machine","Engineering","File:Archimedes lever.png","Public domain","Unknown author Unknown author","https://commons.wikimedia.org/wiki/File:Archimedes_lever.png","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Archimedes_lever.png/1920px-Archimedes_lever.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","a4131a73937077bb1c11456a0421275b6a81db96","a4131a73937077bb1c11456a0421275b6a81db96","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/b/7/f/9/Archimedes_lever.png","651586","2026-08-10T18:52:00.0124981Z","INCLUDE"
"Screw (simple machine)","Engineering","File:Archimedes-screw one-screw-threads with-ball 3D-view animated small.gif","CC BY-SA 2.5","Silberwolf (size changed by: Jahobr )","https://commons.wikimedia.org/wiki/File:Archimedes-screw_one-screw-threads_with-ball_3D-view_animated_small.gif","https://upload.wikimedia.org/wikipedia/commons/2/22/Archimedes-screw_one-screw-threads_with-ball_3D-view_animated_small.gif?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","2b3e39c25812d96e1278b1ca22ac4c67f32bb4ce","2b3e39c25812d96e1278b1ca22ac4c67f32bb4ce","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/2/2/a/c/Archimedes-screw_one-screw-threads_with-ball_3D-view_animated_small.gif","1137313","2026-08-10T18:52:00.0124981Z","INCLUDE"
"Liver","Medicine","File:Axial CT anomalous hepatic veins.jpg","CC BY-SA 3.0","Jto410","https://commons.wikimedia.org/wiki/File:Axial_CT_anomalous_hepatic_veins.jpg","https://upload.wikimedia.org/wikipedia/commons/2/28/Axial_CT_anomalous_hepatic_veins.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","5b77aa05dc64bde3f6af419232784c7bf1cb66bf","5b77aa05dc64bde3f6af419232784c7bf1cb66bf","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/2/8/e/a/Axial_CT_anomalous_hepatic_veins.jpg","39412","2026-08-10T18:51:38.9655329Z","INCLUDE"
"Airway management","Medicine","File:Bagging.JPG","CC BY-SA 4.0","James Heilman, MD","https://commons.wikimedia.org/wiki/File:Bagging.JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Bagging.JPG/1920px-Bagging.JPG?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","d83c61e4c6ea4436427eb3f0f0bf688f44d1716b","d83c61e4c6ea4436427eb3f0f0bf688f44d1716b","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/d/c/1/4/Bagging.JPG","805004","2026-08-10T18:51:35.8418998Z","INCLUDE"
"Bearing (mechanical)","Engineering","File:BallBearing.gif","CC BY-SA 3.0","PlusMinus","https://commons.wikimedia.org/wiki/File:BallBearing.gif","https://upload.wikimedia.org/wikipedia/commons/3/30/BallBearing.gif?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","4c621b6e80bb91c6aa1a26b6392e2db0750a8e58","4c621b6e80bb91c6aa1a26b6392e2db0750a8e58","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/3/0/9/6/BallBearing.gif","658749","2026-08-10T18:51:39.8363021Z","INCLUDE"
"Belt (mechanical)","Engineering","File:Bankschroef-apparaat voor riemverbinders (01).jpg","CC BY-SA 4.0","S.J. de Waard","https://commons.wikimedia.org/wiki/File:Bankschroef-apparaat_voor_riemverbinders_(01).jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Bankschroef-apparaat%20voor%20riemverbinders%20(01).jpg?width=2400","48331cd27694dbfd563a8696c974529143a20940","48331cd27694dbfd563a8696c974529143a20940","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/9/2/2/b/Bankschroef-apparaat_voor_riemverbinders_(01).jpg","1102272","2026-08-10T18:52:02.1311836Z","INCLUDE"
"Battery (electricity)","Electrical","File:Batteries.jpg","Public domain","en:User:Brianiac","https://commons.wikimedia.org/wiki/File:Batteries.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3b/Batteries.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","78b227dfbf0cf9b0885d668844311ae06a836f2a","78b227dfbf0cf9b0885d668844311ae06a836f2a","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/3/b/b/5/Batteries.jpg","45511","2026-08-10T18:52:00.0135473Z","INCLUDE"
"Beehive","Agriculture","File:Beehives in Butte County (2025)-104A8312.jpg","CC BY-SA 4.0","Frank Schulenburg","https://commons.wikimedia.org/wiki/File:Beehives_in_Butte_County_(2025)-104A8312.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Beehives_in_Butte_County_%282025%29-104A8312.jpg/1280px-Beehives_in_Butte_County_%282025%29-104A8312.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","42348f1ab4eea70005db55fb0ad8fa2951808af2","42348f1ab4eea70005db55fb0ad8fa2951808af2","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/b/b/6/5/Beehives_in_Butte_County_(2025)-104A8312.jpg","378722","2026-08-10T18:51:35.8259018Z","INCLUDE"
"Beehive","Agriculture","File:Beehives in the mountains of Bosnia.jpg","CC BY 4.0","Modular science","https://commons.wikimedia.org/wiki/File:Beehives_in_the_mountains_of_Bosnia.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Beehives_in_the_mountains_of_Bosnia.jpg/1920px-Beehives_in_the_mountains_of_Bosnia.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","f415eb1b81329a11dc0cf1d81de84f257c9113b7","f415eb1b81329a11dc0cf1d81de84f257c9113b7","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/7/a/7/f/Beehives_in_the_mountains_of_Bosnia.jpg","2669890","2026-08-10T18:51:35.8279206Z","INCLUDE"
"Beehive","Agriculture","File:Beehouses.JPG","CC BY-SA 3.0","Юрий Рудницкий","https://commons.wikimedia.org/wiki/File:Beehouses.JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Beehouses.JPG/1920px-Beehouses.JPG?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","89d92e6483f3baae1afbee9176553cbf26adb378","89d92e6483f3baae1afbee9176553cbf26adb378","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/1/a/9/8/Beehouses.JPG","466268","2026-08-10T18:51:35.8279206Z","INCLUDE"
